Wavelength (nm),n,k
780.8659668,2.137788773,0.0001377948
781.2232056,2.1377213,0.0001376409
781.5804443,2.137653828,0.0001374871
781.9376831,2.137586594,0.0001373334
782.2949219,2.13751936,0.00013718
782.6521606,2.137452126,0.0001370266
783.0094604,2.13738513,0.0001368733
783.3666992,2.137317896,0.0001367202
783.723938,2.1372509,0.0001365672
784.0811768,2.137183905,0.0001364143
784.4384155,2.137117147,0.0001362616
784.7956543,2.13705039,0.000136109
785.1528931,2.136983633,0.0001359565
785.5101318,2.136916876,0.0001358042
785.8673706,2.136850357,0.000135652
786.2246094,2.1367836,0.0001354999
786.5819092,2.136717081,0.0001353479
786.9391479,2.136650801,0.0001351961
787.2963867,2.136584282,0.0001350444
787.6536255,2.136520147,0.0001348974
788.0108643,2.136456013,0.0001347507
788.368103,2.136392355,0.000134604
788.7253418,2.136328459,0.0001344576
789.0825806,2.136264563,0.0001343112
789.4398193,2.136200905,0.000134165
789.7970581,2.136137009,0.0001340189
790.1543579,2.136073351,0.0001338729
790.5115967,2.136009693,0.0001337271
790.8688354,2.135946274,0.0001335813
791.2260742,2.135882854,0.0001334357
791.583313,2.135819435,0.0001332902
791.9405518,2.135756016,0.0001331448
792.2977905,2.135692835,0.0001329996
792.6550293,2.135629654,0.0001328545
793.0122681,2.135566473,0.0001327095
793.3695068,2.135503292,0.0001325646
793.7268066,2.135440111,0.0001324198
794.0840454,2.135377169,0.0001322752
794.4412842,2.135314226,0.0001321307
794.7985229,2.135251284,0.0001319863
795.1557617,2.135186911,0.0001318448
795.5130005,2.135121346,0.0001317054
795.8702393,2.13505578,0.0001315662
796.227478,2.134990215,0.0001314271
796.5847168,2.134924889,0.0001312881
796.9419556,2.134859562,0.0001311492
797.2992554,2.134794235,0.0001310104
797.6564941,2.134728909,0.0001308718
798.0137329,2.13466382,0.0001307332
798.3709717,2.13459897,0.0001305949
798.7282104,2.134533644,0.0001304565
799.0854492,2.134468794,0.0001303184
799.442688,2.134403944,0.0001301803
799.7999268,2.134338856,0.0001300423
800.1571655,2.134274244,0.0001299045
800.5144043,2.134209394,0.0001297668
800.8717041,2.134144783,0.0001296291
801.2289429,2.134080172,0.0001294916
801.5861816,2.13401556,0.0001293542
801.9434204,2.133951187,0.000129217
802.3006592,2.133886576,0.0001290798
802.6578979,2.133822203,0.0001289427
803.0151367,2.133762121,0.0001288089
803.3723755,2.13370347,0.0001286761
803.7296143,2.133645058,0.0001285435
804.086853,2.133586645,0.000128411
804.4441528,2.133527994,0.0001282785
804.8013916,2.13346982,0.0001281462
805.1586304,2.133411407,0.000128014
805.5158691,2.133353233,0.0001278819
805.8731079,2.133294821,0.00012775
806.2303467,2.133236647,0.0001276181
806.5875854,2.133178473,0.0001274863
806.9448242,2.133120537,0.0001273546
807.302063,2.133062601,0.0001272231
807.6593018,2.133004427,0.0001270917
808.0166016,2.132946491,0.0001269603
808.3738403,2.132888794,0.0001268291
808.7310791,2.132830858,0.000126698
809.0883179,2.132773161,0.000126567
809.4455566,2.132715464,0.0001264361
809.8027954,2.132657766,0.0001263053
810.1600342,2.132600307,0.0001261747
810.5172729,2.132542849,0.0001260441
810.8745117,2.132483721,0.0001259158
811.2317505,2.132423878,0.0001257898
811.5890503,2.132364273,0.0001256639
811.9462891,2.132304192,0.0001255381
812.3035278,2.132244349,0.0001254124
812.6607666,2.132184505,0.0001252868
813.0180054,2.132125139,0.0001251613
813.3752441,2.132065535,0.0001250359
813.7324829,2.13200593,0.0001249106
814.0897217,2.131946325,0.0001247854
814.4469604,2.131886721,0.0001246603
814.8042603,2.131827354,0.0001245353
815.161499,2.131767988,0.0001244104
815.5187378,2.131708622,0.0001242857
815.8759766,2.131649494,0.000124161
816.2332153,2.131590128,0.0001240364
816.5904541,2.131531,0.000123912
816.9476929,2.131471872,0.0001237876
817.3049316,2.131412983,0.0001236633
817.6621704,2.131354094,0.0001235392
818.0194092,2.131294966,0.0001234151
818.376709,2.131236076,0.0001232911
818.7339478,2.131177425,0.0001231672
819.0911865,2.131121159,0.0001230466
819.4484253,2.131065607,0.0001229267
819.8056641,2.131010294,0.000122807
820.1629028,2.130954742,0.0001226874
820.5201416,2.130899429,0.0001225678
820.8773804,2.130844355,0.0001224483
821.2346191,2.130789042,0.0001223289
821.5918579,2.130733728,0.0001222097
821.9491577,2.130678654,0.0001220904
822.3063965,2.130623579,0.0001219714
822.6636353,2.130568504,0.0001218524
823.020874,2.130513668,0.0001217335
823.3781128,2.130458593,0.0001216148
823.7353516,2.130403757,0.0001214961
824.0925903,2.130348921,0.0001213775
824.4498291,2.130294085,0.000121259
824.8070679,2.130239487,0.0001211406
825.1643066,2.13018465,0.0001210223
825.5216064,2.130130053,0.000120904
825.8788452,2.130075455,0.0001207859
826.236084,2.130020857,0.0001206679
826.5933228,2.129966497,0.00012055
826.9505615,2.1299119,0.0001204322
827.3078003,2.12985611,0.0001203171
827.6650391,2.129799128,0.0001202034
828.0222778,2.129742384,0.0001200898
828.3795166,2.12968564,0.0001199763
828.7367554,2.129629135,0.0001198628
829.0940552,2.129572392,0.0001197495
829.4512939,2.129515886,0.0001196363
829.8085327,2.129459381,0.0001195231
830.1657715,2.129402876,0.0001194101
830.5230103,2.129346609,0.0001192971
830.880249,2.129290342,0.0001191842
831.2374878,2.129233837,0.0001190714
831.5947266,2.129177809,0.0001189587
831.9519653,2.129121542,0.0001188461
832.3092041,2.129065275,0.0001187336
832.6665039,2.129009247,0.0001186212
833.0237427,2.128953218,0.0001185089
833.3809814,2.12889719,0.0001183966
833.7382202,2.128841162,0.0001182845
834.095459,2.128785372,0.0001181724
834.4526978,2.128729343,0.0001180604
834.8099365,2.128673553,0.0001179486
835.1671753,2.128617764,0.0001178368
835.5244141,2.12856245,0.0001177252
835.8816528,2.128512859,0.0001176169
836.2389526,2.128463507,0.0001175086
836.5961914,2.128413677,0.0001174004
836.9534302,2.128364325,0.0001172924
837.3106689,2.128314972,0.0001171844
837.6679077,2.128265619,0.0001170765
838.0251465,2.128216267,0.0001169687
838.3823853,2.128166914,0.0001168609
838.739624,2.1281178,0.0001167533
839.0968628,2.128068686,0.0001166458
839.4541016,2.128019571,0.0001165383
839.8114014,2.127970457,0.0001164309
840.1686401,2.127921343,0.0001163236
840.5258789,2.127872229,0.0001162164
840.8831177,2.127823353,0.0001161093
841.2403564,2.127774477,0.0001160022
841.5975952,2.127725363,0.0001158953
841.954834,2.127676725,0.0001157884
842.3120728,2.12762785,0.0001156816
842.6693115,2.127578974,0.000115575
843.0265503,2.127530336,0.0001154683
843.3838501,2.127481699,0.0001153618
843.7410889,2.127433062,0.0001152553
844.0983276,2.127384424,0.000115149
844.4555664,2.127333641,0.0001150461
844.8128052,2.127282381,0.0001149434
845.1700439,2.127231598,0.0001148409
845.5272827,2.127180338,0.0001147385
845.8845215,2.127129555,0.0001146361
846.2417603,2.127078772,0.0001145338
846.598999,2.12702775,0.0001144316
846.9562988,2.126976967,0.0001143295
847.3135376,2.126926422,0.0001142274
847.6707764,2.126875639,0.0001141255
848.0280151,2.126824856,0.0001140236
848.3852539,2.126774549,0.0001139218
848.7424927,2.126723766,0.0001138201
849.0997314,2.126673222,0.0001137185
849.4569702,2.126622915,0.0001136169
849.814209,2.126572371,0.0001135154
850.1714478,2.126521826,0.000113414
850.5287476,2.126471519,0.0001133127
850.8859863,2.126421213,0.0001132114
851.2432251,2.126370907,0.0001131103
851.6004639,2.126320839,0.0001130092
851.9577026,2.126270533,0.0001129082
852.3149414,2.126220465,0.0001128073
852.6721802,2.126170397,0.0001127065
853.0294189,2.12612009,0.0001126067
853.3866577,2.126069307,0.0001125094
853.7438965,2.126018524,0.0001124121
854.1011963,2.125967979,0.0001123148
854.4584351,2.125917435,0.0001122177
854.8156738,2.12586689,0.0001121207
855.1729126,2.125816345,0.0001120237
855.5301514,2.125766039,0.0001119268
855.8873901,2.125715494,0.0001118299
856.2446289,2.125665188,0.0001117332
856.6018677,2.125614882,0.0001116365
856.9591064,2.125564575,0.0001115399
857.3164063,2.125514269,0.0001114433
857.673645,2.125464201,0.0001113468
858.0308838,2.125413895,0.0001112505
858.3881226,2.125363827,0.0001111542
858.7453613,2.125313759,0.000111058
859.1026001,2.125263691,0.0001109618
859.4598389,2.125213623,0.0001108657
859.8170776,2.125163794,0.0001107697
860.1743164,2.125113964,0.0001106738
860.5315552,2.125063896,0.000110578
860.888855,2.125014305,0.0001104821
861.2460938,2.124964476,0.0001103864
861.6033325,2.124914646,0.0001102908
861.9605713,2.124864578,0.0001101959
862.3178101,2.124812603,0.0001101036
862.6750488,2.124760389,0.0001100114
863.0322876,2.124708414,0.0001099193
863.3895264,2.124656439,0.0001098273
863.7467651,2.124604702,0.0001097354
864.1040039,2.124552965,0.0001096435
864.4613037,2.12450099,0.0001095516
864.8185425,2.124449253,0.0001094599
865.1757813,2.124397516,0.0001093682
865.53302,2.124345779,0.0001092766
865.8902588,2.124294281,0.0001091851
866.2474976,2.124242544,0.0001090936
866.6047363,2.124191046,0.0001090022
866.9619751,2.124139547,0.0001089109
867.3192139,2.124088049,0.0001088197
867.6764526,2.124036551,0.0001087285
868.0337524,2.123985052,0.0001086374
868.3909912,2.123933792,0.0001085463
868.74823,2.123882771,0.0001084554
869.1054688,2.123831272,0.0001083645
869.4627075,2.123780251,0.0001082737
869.8199463,2.123728991,0.0001081829
870.1771851,2.123677969,0.0001080922
870.5344238,2.123626947,0.0001080016
870.8916626,2.123575926,0.0001079111
871.2489014,2.123527527,0.000107822
871.6062012,2.123482227,0.0001077342
871.9634399,2.123436928,0.0001076466
872.3206787,2.123391628,0.000107559
872.6779175,2.123346329,0.0001074715
873.0351563,2.123301029,0.000107384
873.392395,2.123255968,0.0001072966
873.7496338,2.123210907,0.0001072093
874.1068726,2.123165607,0.000107122
874.4641113,2.123120546,0.0001070348
874.8213501,2.123075724,0.0001069477
875.1786499,2.123030424,0.0001068606
875.5358887,2.122985601,0.0001067737
875.8931274,2.122940779,0.0001066867
876.2503662,2.122895718,0.0001065999
876.607605,2.122850895,0.0001065131
876.9648438,2.122806072,0.0001064264
877.3220825,2.12276125,0.0001063397
877.6793213,2.122716665,0.0001062531
878.0365601,2.122671843,0.0001061667
878.3937988,2.122627258,0.0001060802
878.7510986,2.122582674,0.0001059938
879.1083374,2.122537851,0.0001059075
879.4655762,2.122493505,0.0001058212
879.8228149,2.122448921,0.000105735
880.1800537,2.122404337,0.0001056489
880.5372925,2.122359276,0.0001055637
880.8945313,2.122312784,0.0001054807
881.25177,2.122266293,0.0001053977
881.6090088,2.122219563,0.0001053148
881.9662476,2.122173309,0.0001052319
882.3235474,2.122126818,0.000105149
882.6807861,2.122080326,0.0001050663
883.0380249,2.122034073,0.0001049836
883.3952637,2.121987581,0.000104901
883.7525024,2.121941328,0.0001048184
884.1097412,2.121895075,0.000104736
884.46698,2.12184906,0.0001046535
884.8242188,2.121802807,0.0001045711
885.1814575,2.121756554,0.0001044889
885.5386963,2.121710539,0.0001044066
885.8959961,2.121664524,0.0001043244
886.2532349,2.121618509,0.0001042423
886.6104736,2.121572495,0.0001041602
886.9677124,2.12152648,0.0001040782
887.3249512,2.121480703,0.0001039963
887.6821899,2.121434689,0.0001039144
888.0394287,2.121388912,0.0001038327
888.3966675,2.121343136,0.0001037509
888.7539063,2.121297359,0.0001036692
889.111145,2.121251583,0.0001035876
889.4684448,2.121206045,0.000103506
889.8256836,2.121160507,0.0001034245
890.1829224,2.121116161,0.0001033444
890.5401611,2.121073484,0.0001032656
890.8973999,2.121030807,0.0001031868
891.2546387,2.120987892,0.0001031081
891.6118774,2.120945454,0.0001030294
891.9691162,2.120902777,0.0001029508
892.326355,2.1208601,0.0001028723
892.6835938,2.120817661,0.0001027938
893.0408936,2.120774984,0.0001027154
893.3981323,2.120732546,0.0001026371
893.7553711,2.120690107,0.0001025587
894.1126099,2.120647669,0.0001024805
894.4698486,2.120604992,0.0001024024
894.8270874,2.120562792,0.0001023242
895.1843262,2.120520592,0.0001022462
895.5415649,2.120478153,0.0001021682
895.8988037,2.120435953,0.0001020902
896.2561035,2.120393753,0.0001020123
896.6133423,2.120351553,0.0001019345
896.9705811,2.120309591,0.0001018567
897.3278198,2.120267153,0.000101779
897.6850586,2.120225191,0.0001017014
898.0422974,2.120183229,0.0001016238
898.3995361,2.120141029,0.0001015463
898.7567749,2.120099306,0.0001014688
899.1140137,2.120057344,0.0001013914
899.4712524,2.120015383,0.0001013141
899.8285522,2.119973183,0.0001012371
900.185791,2.119929075,0.0001011625
900.5430298,2.119884968,0.000101088
900.9002686,2.119841099,0.0001010135
901.2575073,2.11979723,0.0001009391
901.6147461,2.119753361,0.0001008647
901.9719849,2.119709492,0.0001007904
902.3292236,2.119665623,0.0001007162
902.6864624,2.119621992,0.000100642
903.0437012,2.119578123,0.0001005678
903.401001,2.119534254,0.0001004937
903.7582397,2.119490623,0.0001004197
904.1154785,2.119446993,0.0001003458
904.4727173,2.119403362,0.0001002718
904.8299561,2.119359732,0.000100198
905.1871948,2.119316339,0.0001001242
905.5444336,2.119272947,0.0001000504
905.9016724,2.119229317,1.00E-004
906.2589111,2.119185925,9.99E-005
906.6161499,2.119142532,9.98E-005
906.9734497,2.11909914,9.98E-005
907.3306885,2.119055986,9.97E-005
907.6879272,2.119012594,9.96E-005
908.045166,2.118969202,9.95E-005
908.4024048,2.118926048,9.95E-005
908.7596436,2.118882895,9.94E-005
909.1168823,2.118839741,9.93E-005
909.4741211,2.118796587,9.92E-005
909.8313599,2.118754148,9.92E-005
910.1885986,2.118715763,9.91E-005
910.5458984,2.118677378,9.90E-005
910.9031372,2.118638754,9.90E-005
911.260376,2.11860013,9.89E-005
911.6176147,2.118561745,9.88E-005
911.9748535,2.118523359,9.87E-005
912.3320923,2.118485212,9.87E-005
912.6893311,2.118446589,9.86E-005
913.0465698,2.118408442,9.85E-005
913.4038086,2.118370295,9.85E-005
913.7610474,2.118331909,9.84E-005
914.1183472,2.118293762,9.83E-005
914.4755859,2.118255615,9.83E-005
914.8328247,2.118217468,9.82E-005
915.1900635,2.118179321,9.81E-005
915.5473022,2.118141413,9.80E-005
915.904541,2.118103266,9.80E-005
916.2617798,2.118065119,9.79E-005
916.6190186,2.11802721,9.78E-005
916.9762573,2.117989302,9.78E-005
917.3334961,2.117951393,9.77E-005
917.6907959,2.117913723,9.76E-005
918.0480347,2.117875814,9.76E-005
918.4052734,2.117837906,9.75E-005
918.7625122,2.117799997,9.74E-005
919.119751,2.117762327,9.73E-005
919.4769897,2.117724657,9.73E-005
919.8342285,2.117686987,9.72E-005
920.1914673,2.117648125,9.71E-005
920.5487061,2.11760807,9.71E-005
920.9059448,2.117568254,9.70E-005
921.2632446,2.1175282,9.69E-005
921.6204834,2.117488623,9.69E-005
921.9777222,2.117448568,9.68E-005
922.3349609,2.117408991,9.67E-005
922.6921997,2.117369175,9.67E-005
923.0494385,2.117329597,9.66E-005
923.4066772,2.117289782,9.65E-005
923.763916,2.117250204,9.65E-005
924.1211548,2.117210627,9.64E-005
924.4783936,2.117171049,9.63E-005
924.8356934,2.117131472,9.63E-005
925.1929321,2.117091894,9.62E-005
925.5501709,2.117052555,9.61E-005
925.9074097,2.117012978,9.61E-005
926.2646484,2.116973639,9.60E-005
926.6218872,2.116934299,9.59E-005
926.979126,2.116894722,9.59E-005
927.3363647,2.116855383,9.58E-005
927.6936035,2.116816282,9.57E-005
928.0508423,2.116776943,9.57E-005
928.4081421,2.116737604,9.56E-005
928.7653809,2.116698503,9.55E-005
929.1226196,2.116659403,9.55E-005
929.4798584,2.116620302,9.54E-005
929.8370972,2.116581202,9.53E-005
930.1943359,2.116542101,9.53E-005
930.5515747,2.116503477,9.52E-005
930.9088135,2.116466045,9.52E-005
931.2660522,2.116428614,9.51E-005
931.623291,2.11639142,9.50E-005
931.9805908,2.116354227,9.50E-005
932.3378296,2.116317034,9.49E-005
932.6950684,2.116279602,9.48E-005
933.0523071,2.116242409,9.48E-005
933.4095459,2.116205215,9.47E-005
933.7667847,2.116168022,9.46E-005
934.1240234,2.116131067,9.46E-005
934.4812622,2.116093874,9.45E-005
934.838501,2.116056919,9.45E-005
935.1957397,2.116019964,9.44E-005
935.5530396,2.115982771,9.43E-005
935.9102783,2.115945816,9.43E-005
936.2675171,2.1159091,9.42E-005
936.6247559,2.115871906,9.41E-005
936.9819946,2.11583519,9.41E-005
937.3392334,2.115798235,9.40E-005
937.6964722,2.115761518,9.40E-005
938.0537109,2.115724564,9.39E-005
938.4109497,2.115688086,9.38E-005
938.7682495,2.115651131,9.38E-005
939.1254883,2.115614414,9.37E-005
939.4827271,2.115577698,9.36E-005
939.8399658,2.11554122,9.36E-005
940.1972046,2.115504503,9.35E-005
940.5544434,2.115468025,9.35E-005
940.9116821,2.115431309,9.34E-005
941.2689209,2.115394115,9.33E-005
941.6261597,2.115355492,9.33E-005
941.9833984,2.115316868,9.32E-005
942.3406982,2.115278244,9.32E-005
942.697937,2.115239859,9.31E-005
943.0551758,2.115201235,9.30E-005
943.4124146,2.115162849,9.30E-005
943.7696533,2.115124226,9.29E-005
944.1268921,2.11508584,9.29E-005
944.4841309,2.115047455,9.28E-005
944.8413696,2.115009069,9.27E-005
945.1986084,2.114970684,9.27E-005
945.5558472,2.114932537,9.26E-005
945.913147,2.11489439,9.26E-005
946.2703857,2.114856005,9.25E-005
946.6276245,2.114817858,9.24E-005
946.9848633,2.114779472,9.24E-005
947.3421021,2.114741325,9.23E-005
947.6993408,2.114703178,9.23E-005
948.0565796,2.11466527,9.22E-005
948.4138184,2.114627123,9.21E-005
948.7710571,2.114589214,9.21E-005
949.1282959,2.114551067,9.20E-005
949.4855957,2.114513159,9.20E-005
949.8428345,2.114475012,9.19E-005
950.2000732,2.114437103,9.19E-005
950.557312,2.114399433,9.18E-005
950.9145508,2.114361525,9.17E-005
951.2717896,2.114323616,9.17E-005
951.6290283,2.114285707,9.16E-005
951.9862671,2.114248037,9.16E-005
952.3435059,2.11421299,9.15E-005
952.7007446,2.114179373,9.14E-005
953.0580444,2.114145756,9.14E-005
953.4152832,2.114112139,9.13E-005
953.772522,2.114078522,9.13E-005
954.1297607,2.114044905,9.12E-005
954.4869995,2.114011288,9.12E-005
954.8442383,2.113977909,9.11E-005
955.2014771,2.11394453,9.11E-005
955.5587158,2.113910913,9.10E-005
955.9159546,2.113877535,9.09E-005
956.2731934,2.113844156,9.09E-005
956.6304932,2.113810778,9.08E-005
956.9877319,2.113777399,9.08E-005
957.3449707,2.11374402,9.07E-005
957.7022095,2.11371088,9.07E-005
958.0594482,2.113677502,9.06E-005
958.416687,2.113644123,9.05E-005
958.7739258,2.113611221,9.05E-005
959.1311646,2.113577843,9.04E-005
959.4884033,2.113544703,9.04E-005
959.8456421,2.113511562,9.03E-005
960.2029419,2.113478422,9.03E-005
960.5601807,2.113445282,9.02E-005
960.9174194,2.113412142,9.02E-005
961.2746582,2.113379002,9.01E-005
961.631897,2.1133461,9.00E-005
961.9891357,2.11331296,9.00E-005
962.3463745,2.113280058,8.99E-005
962.7036133,2.113247156,8.99E-005
963.0608521,2.113214254,8.98E-005
963.4180908,2.113180637,8.98E-005
963.7753906,2.113145828,8.97E-005
964.1326294,2.113111019,8.97E-005
964.4898682,2.113076448,8.96E-005
964.8471069,2.113041639,8.96E-005
965.2043457,2.113007069,8.95E-005
965.5615845,2.11297226,8.94E-005
965.9188232,2.112937689,8.94E-005
966.276062,2.112903118,8.93E-005
966.6333008,2.112868547,8.93E-005
966.9905396,2.112834215,8.92E-005
967.3478394,2.112799406,8.92E-005
967.7050781,2.112765074,8.91E-005
968.0623169,2.112730503,8.91E-005
968.4195557,2.112696171,8.90E-005
968.7767944,2.1126616,8.90E-005
969.1340332,2.112627268,8.89E-005
969.491272,2.112592936,8.89E-005
969.8485107,2.112558603,8.88E-005
970.2057495,2.112524271,8.88E-005
970.5629883,2.112489939,8.87E-005
970.9202881,2.112455606,8.86E-005
971.2775269,2.112421513,8.86E-005
971.6347656,2.112387419,8.85E-005
971.9920044,2.112353086,8.85E-005
972.3492432,2.112318993,8.84E-005
972.7064819,2.11228466,8.84E-005
973.0637207,2.112250566,8.83E-005
973.4209595,2.112216473,8.83E-005
973.7781982,2.112182379,8.82E-005
974.135437,2.112148523,8.82E-005
974.4927368,2.112114429,8.81E-005
974.8499756,2.112081051,8.81E-005
975.2072144,2.11204958,8.80E-005
975.5644531,2.11201787,8.80E-005
975.9216919,2.111985922,8.79E-005
976.2789307,2.111954451,8.79E-005
976.6361694,2.111922741,8.78E-005
976.9934082,2.11189127,8.78E-005
977.350647,2.111859798,8.77E-005
977.7079468,2.111828089,8.77E-005
978.0651855,2.111796856,8.76E-005
978.4224243,2.111765385,8.76E-005
978.7796631,2.111733913,8.75E-005
979.1369019,2.111702442,8.75E-005
979.4941406,2.111670971,8.74E-005
979.8513794,2.111639738,8.74E-005
980.2086182,2.111608267,8.73E-005
980.5658569,2.111577034,8.73E-005
980.9230957,2.111545801,8.72E-005
981.2803955,2.11151433,8.72E-005
981.6376343,2.111483097,8.71E-005
981.994873,2.111451864,8.71E-005
982.3521118,2.111420631,8.70E-005
982.7093506,2.111389637,8.70E-005
983.0665894,2.111358404,8.69E-005
983.4238281,2.111327171,8.69E-005
983.7810669,2.111296177,8.68E-005
984.1383057,2.111264944,8.68E-005
984.4955444,2.11123395,8.67E-005
984.8528442,2.111202955,8.67E-005
985.210083,2.111171722,8.66E-005
985.5673218,2.111140966,8.66E-005
985.9245605,2.111109734,8.65E-005
986.2817993,2.111078978,8.65E-005
986.6390381,2.111047268,8.64E-005
986.9962769,2.111014605,8.64E-005
987.3535156,2.110981941,8.63E-005
987.7107544,2.110949039,8.63E-005
988.0679932,2.110916376,8.62E-005
988.425293,2.110883951,8.62E-005
988.7825317,2.110851049,8.61E-005
989.1397705,2.110818386,8.61E-005
989.4970093,2.110785961,8.60E-005
989.854248,2.110753298,8.60E-005
990.2114868,2.110720634,8.59E-005
990.5687256,2.11068821,8.59E-005
990.9259644,2.110655785,8.59E-005
991.2832031,2.11062336,8.58E-005
991.6404419,2.110590935,8.58E-005
991.9977417,2.11055851,8.57E-005
992.3549805,2.110526085,8.57E-005
992.7122192,2.11049366,8.56E-005
993.069458,2.110461473,8.56E-005
993.4266968,2.110429049,8.55E-005
993.7839355,2.110396862,8.55E-005
994.1411743,2.110364437,8.54E-005
994.4984131,2.110332251,8.54E-005
994.8556519,2.110300064,8.53E-005
995.2128906,2.110267878,8.53E-005
995.5701904,2.110235691,8.52E-005
995.9274292,2.110203505,8.52E-005
996.284668,2.110171318,8.51E-005
996.6419067,2.11013937,8.51E-005
996.9991455,2.110107183,8.51E-005
997.3563843,2.110074997,8.50E-005
997.713623,2.110043049,8.50E-005
998.0708618,2.110011101,8.49E-005
998.4281006,2.109979153,8.49E-005
998.7853394,2.109949827,8.48E-005
999.1426392,2.109921932,8.48E-005
999.4998779,2.109894037,8.47E-005
999.8571167,2.109865904,8.47E-005
1000.214355,2.109838247,8.46E-005
1000.571594,2.109810114,8.46E-005
1000.928833,2.109782457,8.45E-005
1001.286072,2.109754562,8.45E-005
1001.643311,2.109726667,8.45E-005
1002.000549,2.109699011,8.44E-005
1002.357788,2.109671116,8.44E-005
1002.715088,2.109643459,8.43E-005
1003.072327,2.109615803,8.43E-005
1003.429565,2.109587908,8.42E-005
1003.786804,2.109560251,8.42E-005
1004.144043,2.109532595,8.41E-005
1004.501282,2.109504938,8.41E-005
1004.858521,2.109477282,8.41E-005
1005.215759,2.109449625,8.40E-005
1005.572998,2.109422207,8.40E-005
1005.930237,2.10939455,8.39E-005
1006.287537,2.109367132,8.39E-005
1006.644775,2.109339476,8.38E-005
1007.002014,2.109312057,8.38E-005
1007.359253,2.109284401,8.37E-005
1007.716492,2.109256983,8.37E-005
1008.07373,2.109229565,8.37E-005
1008.430969,2.109202147,8.36E-005
1008.788208,2.109174728,8.36E-005
1009.145447,2.10914731,8.35E-005
1009.502686,2.109119892,8.35E-005
1009.859985,2.109092712,8.34E-005
1010.217224,2.109065294,8.34E-005
1010.574463,2.109038115,8.33E-005
1010.931702,2.109010458,8.33E-005
1011.28894,2.108981371,8.33E-005
1011.646179,2.108952284,8.32E-005
1012.003418,2.108923197,8.32E-005
1012.360657,2.10889411,8.31E-005
1012.717896,2.108865023,8.31E-005
1013.075134,2.108835936,8.31E-005
1013.432434,2.108806849,8.30E-005
1013.789673,2.108778,8.30E-005
1014.146912,2.108749151,8.29E-005
1014.50415,2.108720064,8.29E-005
1014.861389,2.108691216,8.28E-005
1015.218628,2.108662367,8.28E-005
1015.575867,2.108633518,8.28E-005
1015.933105,2.10860467,8.27E-005
1016.290344,2.108575821,8.27E-005
1016.647644,2.108546972,8.26E-005
1017.004883,2.108518124,8.26E-005
1017.362122,2.108489513,8.25E-005
1017.71936,2.108460665,8.25E-005
1018.076599,2.108432055,8.25E-005
1018.433838,2.108403444,8.24E-005
1018.791077,2.108374596,8.24E-005
1019.148315,2.108345985,8.23E-005
1019.505554,2.108317375,8.23E-005
1019.862793,2.108288765,8.23E-005
1020.220093,2.108260155,8.22E-005
1020.577332,2.108231544,8.22E-005
1020.93457,2.108202934,8.21E-005
1021.291809,2.108174562,8.21E-005
1021.649048,2.108145952,8.20E-005
1022.006287,2.10811758,8.20E-005
1022.363525,2.10808897,8.20E-005
1022.720764,2.108060598,8.19E-005
1023.078003,2.108032227,8.19E-005
1023.435242,2.108003855,8.18E-005
1023.792542,2.107975483,8.18E-005
1024.14978,2.107947588,8.18E-005
1024.506958,2.107919455,8.17E-005
1024.864258,2.10789156,8.17E-005
1025.221436,2.107863426,8.16E-005
1025.578735,2.107835531,8.16E-005
1025.936035,2.107807636,8.16E-005
1026.293213,2.107779503,8.15E-005
1026.650513,2.107751608,8.15E-005
1027.00769,2.107723713,8.14E-005
1027.36499,2.107696056,8.14E-005
1027.722168,2.107668161,8.14E-005
1028.079468,2.107640266,8.13E-005
1028.436646,2.107612371,8.13E-005
1028.793945,2.107584476,8.12E-005
1029.151245,2.10755682,8.12E-005
1029.508423,2.107529163,8.12E-005
1029.865723,2.107501268,8.11E-005
1030.2229,2.107473612,8.11E-005
1030.5802,2.107445955,8.10E-005
1030.937378,2.107418299,8.10E-005
1031.294678,2.107390642,8.10E-005
1031.651855,2.107362986,8.09E-005
1032.009155,2.107335329,8.09E-005
1032.366333,2.107307911,8.08E-005
1032.723633,2.107280254,8.08E-005
1033.080933,2.107252836,8.08E-005
1033.43811,2.10722518,8.07E-005
1033.79541,2.107197523,8.07E-005
1034.152588,2.107170105,8.06E-005
1034.509888,2.107142687,8.06E-005
1034.867065,2.107115269,8.06E-005
1035.224365,2.107087612,8.05E-005
1035.581543,2.107060432,8.05E-005
1035.938843,2.107033014,8.05E-005
1036.296143,2.107005596,8.04E-005
1036.65332,2.106977224,8.04E-005
1037.01062,2.106948137,8.03E-005
1037.367798,2.10691905,8.03E-005
1037.725098,2.106890202,8.03E-005
1038.082275,2.106861115,8.02E-005
1038.439575,2.106832027,8.02E-005
1038.796753,2.106803179,8.02E-005
1039.154053,2.106774092,8.01E-005
1039.51123,2.106745243,8.01E-005
1039.86853,2.106716156,8.00E-005
1040.22583,2.106687307,8.00E-005
1040.583008,2.106658459,8.00E-005
1040.940308,2.10662961,7.99E-005
1041.297485,2.106600761,7.99E-005
1041.654785,2.106571913,7.99E-005
1042.011963,2.106543303,7.98E-005
1042.369263,2.106514454,7.98E-005
1042.72644,2.106485605,7.97E-005
1043.08374,2.106456995,7.97E-005
1043.44104,2.106428146,7.97E-005
1043.798218,2.106399536,7.96E-005
1044.155518,2.106370926,7.96E-005
1044.512695,2.106342316,7.96E-005
1044.869995,2.106313467,7.95E-005
